"Labour force characteristics by gender and detailed age group, monthly, unadjusted for seasonality 1 2"
"Frequency: Monthly"
"Table: 14-10-0017-01 (formerly CANSIM 282-0001)"
"Release date: 2026-02-06"
"Geography: Canada, Province or territory"
""
""

,,,"Labour force characteristics","Employment 6  (x 1,000)","Unemployment rate 7"
"Geography 3","Gender 4 5","Age group","Reference period"
,,,,"Persons in thousands","Percent"
"Newfoundland and Labrador","Total - Gender","15 years and over","January 2016","220.7","16.7"
,,,"February 2016","221.1","16.8"
,,,"March 2016","222.9","15.9"
,,,"April 2016","232.1","15.0"
,,,"May 2016","243.6","11.8"
,,,"June 2016","250.6","10.1"
,,,"July 2016","250.2","11.5"
,,,"August 2016","248.7","11.7"
,,,"September 2016","241.4","12.0"
,,,"October 2016","233.6","13.3"
,,,"November 2016","230.0","14.8"
,,,"December 2016","226.4","15.0"
,,,"January 2017","217.3","16.8"
,,,"February 2017","215.1","16.9"
,,,"March 2017","215.7","18.1"
,,,"April 2017","220.6","17.2"
,,,"May 2017","233.3","14.8"
,,,"June 2017","238.4","13.5"
,,,"July 2017","239.2","13.6"
,,,"August 2017","235.7","13.7"
,,,"September 2017","229.4","13.5"
,,,"October 2017","228.5","13.5"
,,,"November 2017","225.4","15.1"
,,,"December 2017","223.4","15.4"
,,,"January 2018","212.1","17.3"
,,,"February 2018","213.1","16.9"
,,,"March 2018","214.7","16.9"
,,,"April 2018","222.0","16.3"
,,,"May 2018","231.2","14.2"
,,,"June 2018","236.2","13.3"
,,,"July 2018","239.4","13.8"
,,,"August 2018","239.7","13.0"
,,,"September 2018","234.6","11.9"
,,,"October 2018","235.1","10.5"
,,,"November 2018","229.3","12.2"
,,,"December 2018","228.3","12.3"
,,,"January 2019","223.0","13.4"
,,,"February 2019","223.3","13.3"
,,,"March 2019","223.3","13.8"
,,,"April 2019","228.3","13.3"
,,,"May 2019","235.8","12.4"
,,,"June 2019","238.2","12.0"
,,,"July 2019","242.2","11.8"
,,,"August 2019","241.6","11.9"
,,,"September 2019","236.5","9.8"
,,,"October 2019","233.3","10.5"
,,,"November 2019","229.1","11.5"
,,,"December 2019","221.5","12.6"
,,,"January 2020","217.8","13.7"
,,,"February 2020","218.0","13.8"
,,,"March 2020","210.3","13.9"
,,,"April 2020","188.1","18.3"
,,,"May 2020","202.5","17.7"
,,,"June 2020","215.0","16.1"
,,,"July 2020","219.0","15.9"
,,,"August 2020","227.9","13.0"
,,,"September 2020","226.2","12.7"
,,,"October 2020","229.8","11.6"
,,,"November 2020","229.8","12.3"
,,,"December 2020","223.0","13.2"
,,,"January 2021","217.0","14.2"
,,,"February 2021","201.9","17.4"
,,,"March 2021","212.4","15.1"
,,,"April 2021","218.7","15.2"
,,,"May 2021","227.8","13.1"
,,,"June 2021","236.3","11.5"
,,,"July 2021","237.3","11.8"
,,,"August 2021","234.4","12.4"
,,,"September 2021","230.2","12.0"
,,,"October 2021","228.1","11.8"
,,,"November 2021","232.0","10.2"
,,,"December 2021","225.4","12.0"
,,,"January 2022","212.2","16.0"
,,,"February 2022","219.9","14.8"
,,,"March 2022","218.6","15.5"
,,,"April 2022","224.6","13.5"
,,,"May 2022","241.6","10.3"
,,,"June 2022","245.0","9.2"
,,,"July 2022","245.7","9.5"
,,,"August 2022","245.0","10.0"
,,,"September 2022","241.9","8.8"
,,,"October 2022","239.6","9.4"
,,,"November 2022","238.8","9.9"
,,,"December 2022","237.4","9.5"
,,,"January 2023","222.8","13.4"
,,,"February 2023","226.2","11.5"
,,,"March 2023","226.2","12.0"
,,,"April 2023","230.5","11.6"
,,,"May 2023","239.0","10.3"
,,,"June 2023","247.0","8.1"
,,,"July 2023","250.8","8.0"
,,,"August 2023","250.6","7.9"
,,,"September 2023","245.5","8.3"
,,,"October 2023","242.4","9.0"
,,,"November 2023","239.7","9.6"
,,,"December 2023","238.8","10.3"
,,,"January 2024","233.7","12.3"
,,,"February 2024","235.3","11.5"
,,,"March 2024","234.9","11.7"
,,,"April 2024","241.0","10.7"
,,,"May 2024","248.4","9.7"
,,,"June 2024","256.8","8.1"
,,,"July 2024","257.2","8.4"
,,,"August 2024","255.5","9.4"
,,,"September 2024","250.9","8.3"
,,,"October 2024","246.3","9.1"
,,,"November 2024","240.9","10.2"
,,,"December 2024","238.6","10.3"
,,,"January 2025","229.8","13.0"
,,,"February 2025","233.6","11.9"
,,,"March 2025","234.2","11.6"
,,,"April 2025","244.2","10.7"
,,,"May 2025","252.9","9.8"
,,,"June 2025","256.7","8.3"
,"Men+",,"January 2016","109.9","20.9"
,,,"February 2016","111.1","21.4"
,,,"March 2016","113.5","18.9"
,,,"April 2016","117.5","17.8"
,,,"May 2016","124.6","14.2"
,,,"June 2016","129.6","12.2"
,,,"July 2016","130.6","13.5"
,,,"August 2016","129.8","13.5"
,,,"September 2016","125.2","13.8"
,,,"October 2016","120.8","15.3"
,,,"November 2016","117.8","17.0"
,,,"December 2016","113.6","18.3"
,,,"January 2017","105.5","21.6"
,,,"February 2017","104.3","22.0"
,,,"March 2017","105.0","23.0"
,,,"April 2017","107.8","21.9"
,,,"May 2017","116.1","18.8"
,,,"June 2017","120.5","16.5"
,,,"July 2017","120.8","17.0"
,,,"August 2017","119.9","15.6"
,,,"September 2017","114.4","16.1"
,,,"October 2017","115.0","15.8"
,,,"November 2017","112.3","18.3"
,,,"December 2017","109.4","19.3"
,,,"January 2018","103.2","22.3"
,,,"February 2018","104.2","21.4"
,,,"March 2018","104.9","21.2"
,,,"April 2018","109.6","20.9"
,,,"May 2018","117.2","16.8"
,,,"June 2018","120.3","15.6"
,,,"July 2018","123.7","15.7"
,,,"August 2018","124.3","14.2"
,,,"September 2018","123.1","12.8"
,,,"October 2018","123.3","11.9"
,,,"November 2018","117.7","14.6"
,,,"December 2018","116.7","15.2"
,,,"January 2019","112.6","17.6"
,,,"February 2019","113.4","16.7"
,,,"March 2019","112.6","17.4"
,,,"April 2019","117.1","16.2"
,,,"May 2019","122.8","13.7"
,,,"June 2019","124.9","13.3"
,,,"July 2019","128.2","12.8"
,,,"August 2019","127.9","12.2"
,,,"September 2019","125.3","9.9"
,,,"October 2019","122.3","11.1"
,,,"November 2019","117.3","14.4"
,,,"December 2019","111.0","16.9"
,,,"January 2020","107.2","18.7"
,,,"February 2020","106.6","18.9"
,,,"March 2020","102.4","17.9"
,,,"April 2020","91.1","24.3"
,,,"May 2020","98.5","22.9"
,,,"June 2020","107.9","19.4"
,,,"July 2020","110.4","18.6"
,,,"August 2020","115.4","14.6"
,,,"September 2020","116.7","14.9"
,,,"October 2020","117.9","13.3"
,,,"November 2020","118.0","13.5"
,,,"December 2020","111.4","16.6"
,,,"January 2021","107.7","17.4"
,,,"February 2021","101.5","21.9"
,,,"March 2021","105.9","18.5"
,,,"April 2021","107.9","19.8"
,,,"May 2021","115.4","15.7"
,,,"June 2021","119.6","15.1"
,,,"July 2021","121.8","13.9"
,,,"August 2021","120.1","13.5"
,,,"September 2021","115.1","14.6"
,,,"October 2021","115.6","14.5"
,,,"November 2021","116.9","12.9"
,,,"December 2021","112.2","15.9"
,,,"January 2022","103.0","22.1"
,,,"February 2022","105.9","20.5"
,,,"March 2022","109.0","18.9"
,,,"April 2022","113.0","16.6"
,,,"May 2022","124.3","11.3"
,,,"June 2022","126.9","11.0"
,,,"July 2022","126.7","10.6"
,,,"August 2022","126.6","10.5"
,,,"September 2022","125.2","9.9"
,,,"October 2022","123.5","10.6"
,,,"November 2022","122.7","10.9"
,,,"December 2022","120.4","11.1"
,,,"January 2023","109.2","17.4"
,,,"February 2023","111.3","15.0"
,,,"March 2023","112.3","15.0"
,,,"April 2023","115.9","14.6"
,,,"May 2023","120.8","12.2"
,,,"June 2023","124.6","10.0"
,,,"July 2023","130.5","8.3"
,,,"August 2023","130.7","8.0"
,,,"September 2023","126.2","9.0"
,,,"October 2023","124.7","10.1"
,,,"November 2023","122.9","10.6"
,,,"December 2023","119.7","12.9"
,,,"January 2024","116.1","14.4"
,,,"February 2024","116.5","14.3"
,,,"March 2024","115.7","15.4"
,,,"April 2024","117.8","14.9"
,,,"May 2024","125.0","11.6"
,,,"June 2024","129.9","9.1"
,,,"July 2024","131.4","9.4"
,,,"August 2024","131.2","9.5"
,,,"September 2024","126.0","10.8"
,,,"October 2024","123.1","12.0"
,,,"November 2024","119.1","13.1"
,,,"December 2024","117.8","13.0"
,,,"January 2025","112.8","17.5"
,,,"February 2025","115.3","15.5"
,,,"March 2025","115.3","14.8"
,,,"April 2025","123.1","13.7"
,,,"May 2025","127.8","12.5"
,,,"June 2025","132.4","8.9"
,"Women+",,"January 2016","110.8","12.1"
,,,"February 2016","110.1","11.6"
,,,"March 2016","109.5","12.5"
,,,"April 2016","114.6","11.8"
,,,"May 2016","119.0","9.2"
,,,"June 2016","121.0","7.8"
,,,"July 2016","119.6","9.2"
,,,"August 2016","118.9","9.7"
,,,"September 2016","116.2","10.0"
,,,"October 2016","112.8","11.0"
,,,"November 2016","112.2","12.3"
,,,"December 2016","112.8","11.5"
,,,"January 2017","111.8","11.7"
,,,"February 2017","110.8","11.6"
,,,"March 2017","110.7","12.8"
,,,"April 2017","112.8","11.9"
,,,"May 2017","117.3","10.4"
,,,"June 2017","117.9","10.1"
,,,"July 2017","118.4","9.8"
,,,"August 2017","115.8","11.7"
,,,"September 2017","115.0","10.8"
,,,"October 2017","113.5","11.0"
,,,"November 2017","113.1","11.6"
,,,"December 2017","113.9","11.4"
,,,"January 2018","108.9","11.8"
,,,"February 2018","109.0","12.0"
,,,"March 2018","109.8","12.4"
,,,"April 2018","112.3","11.4"
,,,"May 2018","114.0","11.5"
,,,"June 2018","115.9","10.8"
,,,"July 2018","115.8","11.7"
,,,"August 2018","115.4","11.6"
,,,"September 2018","111.5","10.9"
,,,"October 2018","111.9","9.0"
,,,"November 2018","111.5","9.4"
,,,"December 2018","111.6","9.0"
,,,"January 2019","110.4","8.6"
,,,"February 2019","109.9","9.5"
,,,"March 2019","110.6","9.8"
,,,"April 2019","111.2","10.0"
,,,"May 2019","113.0","11.0"
,,,"June 2019","113.4","10.5"
,,,"July 2019","114.0","10.6"
,,,"August 2019","113.7","11.7"
,,,"September 2019","111.2","9.7"
,,,"October 2019","111.0","10.0"
,,,"November 2019","111.8","8.3"
,,,"December 2019","110.4","7.8"
,,,"January 2020","110.5","8.2"
,,,"February 2020","111.4","8.3"
,,,"March 2020","107.8","9.6"
,,,"April 2020","97.1","11.6"
,,,"May 2020","104.0","12.1"
,,,"June 2020","107.1","12.4"
,,,"July 2020","108.7","13.0"
,,,"August 2020","112.5","11.3"
,,,"September 2020","109.5","10.3"
,,,"October 2020","111.9","9.8"
,,,"November 2020","111.8","11.1"
,,,"December 2020","111.6","9.6"
,,,"January 2021","109.3","10.7"
,,,"February 2021","100.3","12.2"
,,,"March 2021","106.5","11.5"
,,,"April 2021","110.9","10.3"
,,,"May 2021","112.4","10.2"
,,,"June 2021","116.8","7.6"
,,,"July 2021","115.5","9.5"
,,,"August 2021","114.3","11.2"
,,,"September 2021","115.1","9.4"
,,,"October 2021","112.5","8.9"
,,,"November 2021","115.1","7.3"
,,,"December 2021","113.2","7.7"
,,,"January 2022","109.2","9.2"
,,,"February 2022","114.1","8.7"
,,,"March 2022","109.5","11.8"
,,,"April 2022","111.6","10.1"
,,,"May 2022","117.3","9.0"
,,,"June 2022","118.2","7.1"
,,,"July 2022","119.1","8.2"
,,,"August 2022","118.4","9.3"
,,,"September 2022","116.6","7.6"
,,,"October 2022","116.1","8.1"
,,,"November 2022","116.0","8.7"
,,,"December 2022","117.0","7.8"
,,,"January 2023","113.6","9.1"
,,,"February 2023","114.9","7.7"
,,,"March 2023","113.9","8.9"
,,,"April 2023","114.6","8.5"
,,,"May 2023","118.2","8.1"
,,,"June 2023","122.4","6.0"
,,,"July 2023","120.4","7.6"
,,,"August 2023","119.9","7.8"
,,,"September 2023","119.3","7.6"
,,,"October 2023","117.7","7.8"
,,,"November 2023","116.8","8.6"
,,,"December 2023","119.1","7.5"
,,,"January 2024","117.6","10.2"
,,,"February 2024","118.8","8.7"
,,,"March 2024","119.2","7.9"
,,,"April 2024","123.3","6.4"
,,,"May 2024","123.3","7.7"
,,,"June 2024","126.8","7.0"
,,,"July 2024","125.8","7.2"
,,,"August 2024","124.4","9.3"
,,,"September 2024","124.9","5.6"
,,,"October 2024","123.2","6.0"
,,,"November 2024","121.8","7.2"
,,,"December 2024","120.9","7.4"
,,,"January 2025","117.0","8.2"
,,,"February 2025","118.3","8.2"
,,,"March 2025","118.8","8.3"
,,,"April 2025","121.2","7.6"
,,,"May 2025","125.2","6.9"
,,,"June 2025","124.3","7.6"
"Prince Edward Island","Total - Gender",,"January 2016","68.2","13.0"
,,,"February 2016","68.7","13.0"
,,,"March 2016","67.9","12.9"
,,,"April 2016","67.7","14.3"
,,,"May 2016","74.4","8.9"
,,,"June 2016","76.8","7.2"
,,,"July 2016","76.4","8.4"
,,,"August 2016","76.4","9.9"
,,,"September 2016","74.7","8.5"
,,,"October 2016","73.2","10.0"
,,,"November 2016","70.7","11.9"
,,,"December 2016","70.1","11.7"
,,,"January 2017","69.7","12.1"
,,,"February 2017","69.6","12.5"
,,,"March 2017","69.1","12.8"
,,,"April 2017","69.8","13.6"
,,,"May 2017","77.7","8.9"
,,,"June 2017","79.9","6.9"
,,,"July 2017","78.3","8.9"
,,,"August 2017","79.2","7.4"
,,,"September 2017","76.0","7.5"
,,,"October 2017","74.7","9.0"
,,,"November 2017","73.2","9.7"
,,,"December 2017","72.6","10.8"
,,,"January 2018","70.3","13.7"
,,,"February 2018","71.3","12.4"
,,,"March 2018","70.8","13.1"
,,,"April 2018","71.1","15.8"
,,,"May 2018","79.0","8.5"
,,,"June 2018","82.0","6.2"
,,,"July 2018","81.1","8.6"
,,,"August 2018","81.4","7.6"
,,,"September 2018","79.6","6.4"
,,,"October 2018","78.3","7.2"
,,,"November 2018","75.2","9.7"
,,,"December 2018","73.3","10.9"
,,,"January 2019","71.4","12.8"
,,,"February 2019","72.2","12.4"
,,,"March 2019","72.9","11.6"
,,,"April 2019","73.7","12.8"
,,,"May 2019","80.4","7.6"
,,,"June 2019","83.0","6.5"
,,,"July 2019","83.3","7.7"
,,,"August 2019","83.2","7.1"
,,,"September 2019","81.6","6.6"
,,,"October 2019","80.3","6.7"
,,,"November 2019","77.4","8.2"
,,,"December 2019","77.4","8.7"
,,,"January 2020","76.1","9.4"
,,,"February 2020","75.9","10.2"
,,,"March 2020","72.0","11.8"
,,,"April 2020","65.9","15.1"
,,,"May 2020","74.2","13.3"
,,,"June 2020","80.7","10.1"
,,,"July 2020","80.0","10.2"
,,,"August 2020","82.6","8.2"
,,,"September 2020","79.3","7.9"
,,,"October 2020","78.0","8.7"
,,,"November 2020","75.9","11.3"
,,,"December 2020","74.2","11.6"
,,,"January 2021","73.1","11.0"
,,,"February 2021","72.9","12.7"
,,,"March 2021","74.4","10.9"
,,,"April 2021","75.1","12.7"
,,,"May 2021","82.1","9.8"
,,,"June 2021","85.3","8.3"
,,,"July 2021","85.1","9.5"
,,,"August 2021","85.3","9.0"
,,,"September 2021","82.5","8.5"
,,,"October 2021","81.8","7.9"
,,,"November 2021","81.3","9.3"
,,,"December 2021","80.9","9.2"
,,,"January 2022","77.0","12.4"
,,,"February 2022","78.9","12.2"
,,,"March 2022","80.0","10.9"
,,,"April 2022","80.4","10.5"
,,,"May 2022","89.4","6.3"
,,,"June 2022","92.6","4.1"
,,,"July 2022","89.0","5.7"
,,,"August 2022","89.9","6.1"
,,,"September 2022","84.1","6.5"
,,,"October 2022","86.2","5.2"
,,,"November 2022","80.7","7.5"
,,,"December 2022","81.3","5.9"
,,,"January 2023","79.3","9.5"
,,,"February 2023","81.2","8.9"
,,,"March 2023","83.0","8.5"
,,,"April 2023","85.0","9.1"
,,,"May 2023","93.0","5.8"
,,,"June 2023","93.0","6.0"
,,,"July 2023","93.6","7.1"
,,,"August 2023","96.2","6.4"
,,,"September 2023","95.0","4.6"
,,,"October 2023","93.6","5.0"
,,,"November 2023","89.8","7.9"
,,,"December 2023","89.3","8.2"
,,,"January 2024","86.8","9.4"
,,,"February 2024","87.1","9.0"
,,,"March 2024","87.5","9.3"
,,,"April 2024","89.1","9.0"
,,,"May 2024","95.1","6.0"
,,,"June 2024","97.3","6.3"
,,,"July 2024","96.3","7.9"
,,,"August 2024","98.2","6.7"
,,,"September 2024","95.7","5.1"
,,,"October 2024","92.9","8.1"
,,,"November 2024","92.4","9.1"
,,,"December 2024","91.1","9.7"
,,,"January 2025","88.7","9.6"
,,,"February 2025","89.1","10.0"
,,,"March 2025","89.7","9.4"
,,,"April 2025","90.9","8.4"
,,,"May 2025","94.7","7.2"
,,,"June 2025","98.3","5.8"
,"Men+",,"January 2016","33.8","16.3"
,,,"February 2016","34.2","15.5"
,,,"March 2016","33.4","15.0"
,,,"April 2016","33.7","17.2"
,,,"May 2016","38.1","10.4"
,,,"June 2016","39.8","7.7"
,,,"July 2016","39.1","8.6"
,,,"August 2016","38.8","11.2"
,,,"September 2016","38.3","10.1"
,,,"October 2016","37.7","11.3"
,,,"November 2016","35.5","15.0"
,,,"December 2016","35.1","15.0"
,,,"January 2017","34.8","16.1"
,,,"February 2017","34.7","16.2"
,,,"March 2017","34.7","15.8"
,,,"April 2017","34.2","17.7"
,,,"May 2017","39.8","10.0"
,,,"June 2017","41.0","7.7"
,,,"July 2017","40.4","10.0"
,,,"August 2017","41.5","6.8"
,,,"September 2017","39.8","7.4"
,,,"October 2017","38.7","9.8"
,,,"November 2017","37.5","10.3"
,,,"December 2017","36.7","11.6"
,,,"January 2018","35.4","15.5"
,,,"February 2018","35.8","13.7"
,,,"March 2018","35.6","14.2"
,,,"April 2018","35.8","17.7"
,,,"May 2018","41.2","7.8"
,,,"June 2018","42.1","7.1"
,,,"July 2018","40.9","10.5"
,,,"August 2018","41.4","8.8"
,,,"September 2018","40.5","6.7"
,,,"October 2018","39.8","7.4"
,,,"November 2018","38.0","11.2"
,,,"December 2018","36.2","13.8"
,,,"January 2019","34.8","16.1"
,,,"February 2019","35.4","15.9"
,,,"March 2019","36.1","13.6"
,,,"April 2019","36.7","16.0"
,,,"May 2019","40.9","9.3"
,,,"June 2019","42.2","8.1"
,,,"July 2019","41.7","10.5"
,,,"August 2019","42.3","8.4"
,,,"September 2019","41.4","8.0"
,,,"October 2019","40.9","8.1"
,,,"November 2019","39.0","10.6"
,,,"December 2019","38.1","10.4"
,,,"January 2020","37.5","11.3"
,,,"February 2020","37.5","11.8"
,,,"March 2020","35.8","12.7"
,,,"April 2020","34.0","14.5"
,,,"May 2020","39.5","10.8"
,,,"June 2020","42.6","6.6"
,,,"July 2020","41.2","10.0"
,,,"August 2020","43.0","7.3"
,,,"September 2020","40.7","8.1"
,,,"October 2020","40.7","8.9"
,,,"November 2020","39.3","11.7"
,,,"December 2020","37.7","12.9"
,,,"January 2021","37.8","11.5"
,,,"February 2021","37.6","13.2"
,,,"March 2021","38.5","12.1"
,,,"April 2021","38.6","13.8"
,,,"May 2021","42.5","9.4"
,,,"June 2021","43.9","8.7"
,,,"July 2021","43.4","11.6"
,,,"August 2021","44.2","10.2"
,,,"September 2021","42.3","10.8"
,,,"October 2021","42.5","9.8"
,,,"November 2021","42.0","11.9"
,,,"December 2021","41.7","10.9"
,,,"January 2022","40.6","12.5"
,,,"February 2022","40.0","12.9"
,,,"March 2022","40.5","12.5"
,,,"April 2022","41.2","11.2"
,,,"May 2022","46.1","6.9"
,,,"June 2022","47.7","4.4"
,,,"July 2022","45.3","6.6"
,,,"August 2022","46.1","6.5"
,,,"September 2022","42.8","7.5"
,,,"October 2022","44.8","4.3"
,,,"November 2022","41.3","6.8"
,,,"December 2022","41.0","7.2"
,,,"January 2023","40.2","11.0"
,,,"February 2023","41.1","10.3"
,,,"March 2023","41.2","10.4"
,,,"April 2023","42.4","11.5"
,,,"May 2023","47.1","7.3"
,,,"June 2023","48.2","7.3"
,,,"July 2023","48.6","7.8"
,,,"August 2023","49.9","6.2"
,,,"September 2023","49.3","4.6"
,,,"October 2023","48.3","6.0"
,,,"November 2023","46.6","9.2"
,,,"December 2023","45.8","9.7"
,,,"January 2024","44.4","10.7"
,,,"February 2024","44.8","10.4"
,,,"March 2024","45.2","11.4"
,,,"April 2024","46.5","10.6"
,,,"May 2024","50.3","6.7"
,,,"June 2024","51.2","7.1"
,,,"July 2024","50.9","8.6"
,,,"August 2024","52.4","6.4"
,,,"September 2024","50.8","5.6"
,,,"October 2024","49.2","9.0"
,,,"November 2024","48.4","10.4"
,,,"December 2024","47.9","10.1"
,,,"January 2025","45.9","11.2"
,,,"February 2025","46.0","10.9"
,,,"March 2025","46.4","11.3"
,,,"April 2025","47.1","9.4"
,,,"May 2025","48.9","7.4"
,,,"June 2025","51.0","5.2"
,"Women+",,"January 2016","34.4","9.5"
,,,"February 2016","34.5","10.4"
,,,"March 2016","34.5","10.9"
,,,"April 2016","33.9","11.0"
,,,"May 2016","36.4","7.4"
,,,"June 2016","37.1","6.8"
,,,"July 2016","37.2","8.1"
,,,"August 2016","37.5","8.5"
,,,"September 2016","36.5","6.7"
,,,"October 2016","35.5","8.5"
,,,"November 2016","35.2","8.1"
,,,"December 2016","35.0","8.1"
,,,"January 2017","34.9","7.7"
,,,"February 2017","34.9","8.4"
,,,"March 2017","34.5","9.2"
,,,"April 2017","35.5","9.2"
,,,"May 2017","37.9","8.0"
,,,"June 2017","39.0","6.0"
,,,"July 2017","37.8","7.6"
,,,"August 2017","37.8","8.3"
,,,"September 2017","36.2","7.7"
,,,"October 2017","36.0","8.2"
,,,"November 2017","35.8","9.1"
,,,"December 2017","35.9","10.0"
,,,"January 2018","34.9","11.6"
,,,"February 2018","35.5","11.0"
,,,"March 2018","35.2","12.3"
,,,"April 2018","35.3","13.7"
,,,"May 2018","37.8","9.1"
,,,"June 2018","39.9","5.5"
,,,"July 2018","40.2","6.3"
,,,"August 2018","40.0","6.3"
,,,"September 2018","39.1","6.0"
,,,"October 2018","38.5","7.2"
,,,"November 2018","37.3","8.1"
,,,"December 2018","37.1","8.0"
,,,"January 2019","36.6","9.2"
,,,"February 2019","36.8","8.7"
,,,"March 2019","36.8","9.6"
,,,"April 2019","37.0","9.3"
,,,"May 2019","39.5","5.5"
,,,"June 2019","40.8","4.9"
,,,"July 2019","41.6","4.8"
,,,"August 2019","41.0","5.8"
,,,"September 2019","40.1","5.2"
,,,"October 2019","39.4","5.3"
,,,"November 2019","38.4","5.7"
,,,"December 2019","39.3","7.1"
,,,"January 2020","38.6","7.7"
,,,"February 2020","38.3","8.8"
,,,"March 2020","36.3","11.1"
,,,"April 2020","31.8","15.6"
,,,"May 2020","34.7","16.0"
,,,"June 2020","38.1","13.8"
,,,"July 2020","38.8","10.4"
,,,"August 2020","39.6","9.2"
,,,"September 2020","38.7","7.4"
,,,"October 2020","37.2","8.4"
,,,"November 2020","36.6","10.9"
,,,"December 2020","36.5","10.1"
,,,"January 2021","35.3","10.4"
,,,"February 2021","35.3","12.2"
,,,"March 2021","35.9","9.8"
,,,"April 2021","36.5","11.2"
,,,"May 2021","39.6","10.4"
,,,"June 2021","41.4","7.8"
,,,"July 2021","41.6","7.3"
,,,"August 2021","41.1","7.6"
,,,"September 2021","40.3","6.1"
,,,"October 2021","39.4","5.8"
,,,"November 2021","39.3","6.2"
,,,"December 2021","39.2","7.3"
,,,"January 2022","36.3","12.5"
,,,"February 2022","39.0","11.6"
,,,"March 2022","39.5","9.2"
,,,"April 2022","39.2","9.5"
,,,"May 2022","43.3","5.7"
,,,"June 2022","44.9","3.8"
,,,"July 2022","43.7","4.6"
,,,"August 2022","43.8","5.6"
,,,"September 2022","41.3","5.3"
,,,"October 2022","41.4","6.1"
,,,"November 2022","39.3","8.2"
,,,"December 2022","40.3","4.5"
,,,"January 2023","39.1","7.8"
,,,"February 2023","40.2","7.4"
,,,"March 2023","41.7","6.5"
,,,"April 2023","42.6","6.6"
,,,"May 2023","45.9","4.2"
,,,"June 2023","44.9","4.7"
,,,"July 2023","45.0","6.3"
,,,"August 2023","46.3","6.7"
,,,"September 2023","45.8","4.6"
,,,"October 2023","45.3","3.6"
,,,"November 2023","43.2","6.7"
,,,"December 2023","43.5","6.7"
,,,"January 2024","42.4","8.0"
,,,"February 2024","42.4","7.4"
,,,"March 2024","42.3","7.0"
,,,"April 2024","42.6","7.2"
,,,"May 2024","44.8","5.3"
,,,"June 2024","46.1","5.3"
,,,"July 2024","45.4","7.2"
,,,"August 2024","45.8","6.9"
,,,"September 2024","44.8","4.5"
,,,"October 2024","43.7","7.0"
,,,"November 2024","44.0","7.6"
,,,"December 2024","43.2","9.2"
,,,"January 2025","42.9","7.8"
,,,"February 2025","43.0","9.1"
,,,"March 2025","43.3","7.5"
,,,"April 2025","43.9","7.2"
,,,"May 2025","45.8","6.9"
,,,"June 2025","47.3","6.3"
"Nova Scotia","Total - Gender",,"January 2016","425.5","10.0"
,,,"February 2016","427.9","10.3"
,,,"March 2016","429.1","10.0"
,,,"April 2016","434.7","9.0"
,,,"May 2016","446.1","8.2"
,,,"June 2016","456.3","7.0"
,,,"July 2016","453.0","8.1"
,,,"August 2016","451.5","8.5"
,,,"September 2016","445.4","7.2"
,,,"October 2016","445.9","7.1"
,,,"November 2016","444.6","7.9"
,,,"December 2016","442.2","8.1"
,,,"January 2017","431.3","9.2"
,,,"February 2017","429.1","9.7"
,,,"March 2017","432.3","10.4"
,,,"April 2017","436.5","9.6"
,,,"May 2017","454.1","7.9"
,,,"June 2017","455.6","8.1"
,,,"July 2017","457.6","7.9"
,,,"August 2017","454.0","8.9"
,,,"September 2017","448.6","8.1"
,,,"October 2017","447.4","7.9"
,,,"November 2017","444.0","8.9"
,,,"December 2017","446.8","7.7"
,,,"January 2018","433.3","9.3"
,,,"February 2018","435.2","9.5"
,,,"March 2018","436.1","9.4"
,,,"April 2018","443.1","8.4"
,,,"May 2018","455.7","7.0"
,,,"June 2018","459.2","7.1"
,,,"July 2018","459.7","8.0"
,,,"August 2018","461.0","8.7"
,,,"September 2018","458.4","6.9"
,,,"October 2018","459.3","7.0"
,,,"November 2018","454.8","7.1"
,,,"December 2018","456.9","6.6"
,,,"January 2019","446.7","7.9"
,,,"February 2019","445.4","7.8"
,,,"March 2019","447.5","7.9"
,,,"April 2019","453.2","8.3"
,,,"May 2019","473.0","6.7"
,,,"June 2019","478.1","6.4"
,,,"July 2019","474.7","7.2"
,,,"August 2019","473.4","8.5"
,,,"September 2019","472.5","6.6"
,,,"October 2019","471.4","7.3"
,,,"November 2019","465.0","8.0"
,,,"December 2019","464.5","7.9"
,,,"January 2020","455.5","8.5"
,,,"February 2020","456.8","9.1"
,,,"March 2020","430.9","10.8"
,,,"April 2020","391.6","13.6"
,,,"May 2020","409.8","14.2"
,,,"June 2020","447.1","12.7"
,,,"July 2020","453.8","10.6"
,,,"August 2020","455.7","10.8"
,,,"September 2020","466.5","6.8"
,,,"October 2020","465.4","8.1"
,,,"November 2020","469.7","6.5"
,,,"December 2020","463.1","8.2"
,,,"January 2021","461.4","9.5"
,,,"February 2021","463.7","9.3"
,,,"March 2021","465.4","9.9"
,,,"April 2021","470.4","8.9"
,,,"May 2021","462.8","10.3"
,,,"June 2021","486.3","8.0"
,,,"July 2021","486.2","8.3"
,,,"August 2021","483.8","8.6"
,,,"September 2021","484.7","7.2"
,,,"October 2021","482.4","7.4"
,,,"November 2021","479.2","8.4"
,,,"December 2021","479.5","7.3"
,,,"January 2022","471.9","7.4"
,,,"February 2022","475.8","6.9"
,,,"March 2022","475.6","7.6"
,,,"April 2022","487.3","6.4"
,,,"May 2022","501.4","6.2"
,,,"June 2022","506.0","6.0"
,,,"July 2022","500.4","6.4"
